origin,dest,distance
-122.319363247.6035413,-122.319374747.6035477,1
-122.319602247.6016865,-122.319593947.6017963,3
-122.3194492887567747.614054213791135,-122.3194539471428647.614089280067525,2
-122.319397547.6026992,-122.319413847.6030141,2
-122.303574647.7146417,-122.303582447.7151567,0
-122.288151347.5737774,-122.287754647.5735131,0
-122.276884247.5315573,-122.2768844261527547.53154740716365,0
-122.2768844261527547.53154740716365,-122.27690147.5308224,0
-122.410800147.5741043,-122.410863847.5722963,1
-122.410863847.5722963,-122.410877947.571367,2
-122.410733447.5759196,-122.410800147.5741043,5
-122.270722647.5570936,-122.270693347.5569338,1
-122.270209547.5555642,-122.270071147.5551986,1
-122.328476547.6079481,-122.328540447.6080171,2
-122.329136847.608661,-122.329733447.6093086,2
-122.322488447.6024202,-122.322491647.6023917,0
-122.278136147.5433436,-122.278130247.5428838,0
-122.278154447.5451188,-122.278151947.5446783,0
-122.278146447.5460039,-122.278150347.5455691,1
-122.278149347.544229,-122.278136147.5433436,0
-122.278106347.5415702,-122.27809947.5406861,1
-122.278124747.5424565,-122.278115547.5420131,0
-122.2781461209693847.546009625645205,-122.278146447.5460039,1
-122.278123447.5474315,-122.278114847.5470612,0
-122.27813147.5489531,-122.278131747.548578,0
-122.278132547.5481961,-122.278127947.5478069,0
-122.278108347.5467839,-122.278127147.5464001,1
-122.278131447.5497273,-122.278125747.5493312,2
-122.278095947.5261229,-122.278066847.5242667,0
-122.277957547.5285508,-122.27805947.5283683,0
-122.278073147.5279305,-122.278082347.5271992,0
-122.278204247.5605499,-122.278176747.5593911,0
-122.278308647.5613168,-122.278306347.5612124,0
-122.278258747.5587697,-122.278242547.5586653,0
-122.278222147.558199,-122.278216347.5578035,1
-122.278582547.5570462,-122.278574247.5552362,1
-122.277650247.5352044,-122.277674947.5339431,0
-122.320488247.65071,-122.320542147.6507604,3
-122.317884547.6478108,-122.317891747.6478188,0
-122.31710747.646915,-122.317129647.6469643,0
-122.317946147.6478787,-122.318000547.6479388,1
-122.318747747.6487576,-122.318804547.6488261,0
-122.31978647.6499092,-122.319823247.649951,0
-122.318472847.64846,-122.318481347.6484692,1
-122.3212977042227247.65154763434083,-122.321306947.6515531,3
-122.295534247.6636921,-122.295548747.6637143,0
-122.2958370454143647.68304463284113,-122.295918147.684872,0
-122.295836847.6830391,-122.2958370454143647.68304463284113,0
-122.295803547.6794154,-122.295822147.6814503,0
-122.295052847.6703143,-122.295050847.6721558,1
-122.295069547.6685247,-122.295052847.6703143,0
-122.2966727006318747.71684584450056,-122.296690147.7168572,1
-122.296438547.7155852,-122.2964376135993247.7156051641607,0
-122.296450647.7057695,-122.29636347.7058503,0
-122.296189447.7066946,-122.296187747.7067695,0
-122.295354147.6739642,-122.29535747.675778,0
-122.295351247.6721562,-122.295354147.6739642,0
-122.295110147.6757777,-122.295141747.6775928,0
-122.36445847.6516462,-122.364834547.6517311,8
-122.362026747.6510991,-122.362471147.6511991,1
-122.38106847.6831947,-122.38160947.6831925,1
-122.38215547.6831903,-122.38323547.6831861,1
-122.3847.6831993,-122.380555447.6831968,0
-122.376786042276847.683231616613575,-122.3767947.6832316,0
-122.3767947.6832316,-122.37733347.6832199,0
-122.37786747.6832083,-122.37841147.683206,0
-122.38323547.6831861,-122.38432447.6831956,0
-122.37571847.6832361,-122.376786042276847.683231616613575,1
-122.3660324572651947.68326911047483,-122.366078447.6832686,2
-122.366078447.6832686,-122.36665647.6832615,2
-122.37408247.6832422,-122.37466747.68324,0
-122.37361647.6832439,-122.37408247.6832422,0
-122.372747147.6832479,-122.37361647.6832439,0
-122.37466747.68324,-122.37546147.6832371,0
-122.37546147.6832371,-122.37571847.6832361,0
-122.3714547.683252,-122.37257147.6832478,1
-122.37038747.6832555,-122.3714547.683252,0
-122.369381247.6832589,-122.37038747.6832555,0
-122.3672747.6832658,-122.36780347.683264,1
-122.36834647.6832622,-122.36885347.6832606,0
-122.37257147.6832478,-122.372747147.6832479,0
-122.363316547.6832789,-122.365997447.6832695,4
-122.36065147.6832597,-122.363316547.6832789,0
-122.357966647.6832805,-122.36065147.6832597,2
-122.365997447.6832695,-122.3660324572651947.68326911047483,2
-122.413162647.6467949,-122.413129547.648615,0
-122.41315247.6456758,-122.413218147.6458292,1
-122.413129547.648615,-122.413131547.650441,1
-122.294704847.6794134,-122.294155447.6794125,1
-122.293091147.6794138,-122.2925447.679416,0
-122.294155447.6794125,-122.293634547.6794116,1
-122.293634547.6794116,-122.293091147.6794138,0
-122.291451747.6794204,-122.291031347.679422,1
-122.291717947.6794193,-122.291451747.6794204,0
-122.2925447.679416,-122.292389747.6794171,0
-122.296377847.6794174,-122.295803547.6794154,0
-122.29519447.6794143,-122.294704847.6794134,0
-122.295803547.6794154,-122.29519447.6794143,0
-122.2903854749029847.679424688015,-122.290382647.6794247,1
-122.317426547.6794774,-122.31694347.6794743,1
-122.319828447.6795085,-122.318773347.6794902,0
-122.318773347.6794902,-122.317788947.6794808,0
-122.320068347.6795133,-122.319828447.6795085,0
-122.323691947.679216,-122.322686847.679442,0
-122.322686847.679442,-122.322583447.6794933,0
-122.324772447.6790177,-122.324536647.6790607,0
-122.342162947.6178446,-122.342225447.6178822,0
-122.343604347.6220541,-122.343348847.6220565,5
-122.356731147.6221085,-122.356530547.6221088,0
-122.367530447.6282294,-122.367586147.6282595,2
-122.367636647.6282936,-122.367673647.6283243,5
-122.367845447.6287348,-122.367863447.6287891,3
-122.327922147.6141856,-122.327909147.6147948,2
-122.32780847.6139394,-122.327874347.6140072,1
-122.3178447.601699,-122.317856947.6017157,3
-122.394980247.6583984,-122.395633247.6583981,1
-122.396875847.658345,-122.396986947.6583637,0
-122.313529847.5869855,-122.313479147.5868676,0
-122.313796147.5884793,-122.313796847.5884245,0
-122.313805247.5877708,-122.313789947.5875623,0
-122.314377347.5920565,-122.314235747.5915191,7
-122.313829947.5899792,-122.31380647.5897898,1
-122.313379747.5829812,-122.31338547.5814016,3
-122.313386347.5810015,-122.313412347.5807624,3
-122.31338547.5863577,-122.31337947.5856013,0
-122.313382647.5845258,-122.313375847.5836833,1
-122.313378547.5855331,-122.313382647.5845258,0
-122.313375847.5836833,-122.313379747.5829812,1
-122.313440247.5639325,-122.313497147.5638721,1
-122.312861647.6016911,-122.3128616215125247.601689465048935,0
-122.3128616215125247.601689465048935,-122.31286247.6016607,1
-122.346421347.6817854,-122.346330647.681861,1
-122.346234947.6819337,-122.346106947.6820216,3
-122.30604147.6424751,-122.305913747.6424741,0
-122.305520447.642471,-122.305437247.6424703,0
-122.293618647.5418319,-122.2932447.5419074,1
-122.380501947.5821587,-122.379217647.5824539,0
-122.379109547.582521,-122.379107847.5825975,0
-122.318671647.5659435,-122.318730647.5657046,1
-122.395647147.6694689,-122.395647647.6698347,0
-122.395654247.6686524,-122.395647147.6694689,1
-122.395649447.6701931,-122.395651747.6705582,0
-122.395849447.6931284,-122.395805947.693186,0
-122.395702447.6936529,-122.39569947.6945527,0
-122.3959447.690588,-122.395914647.6930163,0
-122.39569947.6945527,-122.395699147.6953468,0
-122.38306447.7020198,-122.382417647.7023042,0
-122.408069447.5750269,-122.407463847.5750198,3
-122.308814447.6190046,-122.307402847.6190046,1
-122.363795347.5211568,-122.363683747.5212148,0
-122.363546447.5212844,-122.362768147.5218323,0
-122.362026447.5223286,-122.361863447.5224445,0
-122.302761847.6757778,-122.302791447.6776466,0
-122.302751747.6747683,-122.302761847.6757778,0
-122.302757447.6742601,-122.302751747.6747683,0
-122.304292347.7021131,-122.304292547.7030088,1
-122.304292547.7030088,-122.304312147.7039104,2
-122.304312147.7039104,-122.304311147.7043492,1
-122.304316947.7048395,-122.304347347.7066188,0
-122.304347347.7066188,-122.304357547.707638,0
-122.304311147.7043492,-122.304316947.7048395,0
-122.304376247.7088863,-122.304419947.7102819,2
-122.304357547.707638,-122.304376247.7088863,0
-122.304194347.6957436,-122.304197947.6960099,0
-122.304201147.6948904,-122.304197547.6953415,0
-122.304193647.691204,-122.304180547.6921086,1
-122.304180547.6921086,-122.304178547.6930133,1
-122.304247.6902974,-122.304197547.6910979,0
-122.30366247.6877541,-122.303159647.6877788,0
-122.302788147.6885302,-122.302628847.6894043,0
-122.303279947.6869724,-122.303405447.6871282,1
-122.303405447.6871282,-122.303612747.6874599,1
-122.302987347.685943,-122.303007847.6862233,0
-122.314920747.5469858,-122.315536547.5475652,5
-122.35796447.6891198,-122.355845847.6891224,1
-122.3100846805146547.69032735433213,-122.310083647.6912287,0
-122.310084747.6903111,-122.3100846805146547.69032735433213,0
-122.285019847.5716163,-122.284907847.5716762,0
-122.284856947.5724564,-122.284856347.5725071,0
-122.284842747.5737361,-122.28484347.5752713,0
-122.270923847.5548534,-122.270371847.5548536,0
-122.2726355966668547.554860661290476,-122.27158347.5548534,0
-122.27158347.5548534,-122.270923847.5548534,0
-122.272670247.5548609,-122.2726355966668547.554860661290476,0
-122.264651447.5548016,-122.263968147.5548044,1
-122.316872447.5617028,-122.316931647.5615015,0
-122.27444247.5552104,-122.272666647.5552006,2
-122.275371247.5552207,-122.27484347.5552148,2
-122.277564147.5552263,-122.276535247.5552139,0
-122.278574247.5552362,-122.277564147.5552263,1
-122.276535247.5552139,-122.275371247.5552207,0
-122.280761547.5552274,-122.279624747.5552309,6
-122.303250847.5559508,-122.302616147.5560489,2
-122.303560147.555903,-122.303351147.5559353,2
-122.29157247.5553141,-122.291022547.5553009,1
-122.294209147.5553775,-122.292925747.5553467,4
-122.290484547.555288,-122.290106847.5552446,1
-122.295686747.555413,-122.294209147.5553775,2
-122.296868247.5554415,-122.295686747.555413,1
-122.287089747.5555005,-122.286188247.5554941,2
-122.397582647.6923848,-122.397568747.6941908,0
-122.301749447.628181,-122.301028147.6281802,2
-122.298730547.628164,-122.296782147.6281577,0
-122.300368147.6281805,-122.299500147.6281718,2
-122.369894647.53189,-122.369905447.5300939,3
-122.369905447.5300939,-122.369924347.5282782,2
-122.369953347.5228634,-122.369991847.5210405,4
-122.369991847.5210405,-122.369995647.5204476,2
-122.369925347.5246814,-122.369953347.5228634,2
-122.369922147.5264509,-122.369912447.526421,2
-122.36982247.5391849,-122.3698000016081147.5373694327135,0
-122.3698000016081147.5373694327135,-122.369847.5373693,0
-122.369816947.5355409,-122.369825247.5337252,1
-122.369847.5373693,-122.369816947.5355409,0
-122.369639347.55379,-122.369639141355347.553744892020966,2
-122.369639141355347.553744892020966,-122.369637547.5532782,3
-122.369662247.5519445,-122.369664647.5512913,0
-122.320746647.6486973,-122.3206247.6486975,0
-122.322128947.6487085,-122.321949647.6487066,0
-122.3225900053031147.6487267453888,-122.322268547.648714,0
-122.323435847.6487994,-122.323314147.6487582,1
-122.318472847.64846,-122.318353347.6485054,1
-122.263445147.5471898,-122.263231947.5472212,4
-122.262026347.5480616,-122.261875347.5481069,2
-122.32580347.701354,-122.325875247.7012579,0
-122.325731647.6977208,-122.325737947.698494,0
-122.302414547.6259382,-122.302408547.626311,0
-122.302402347.6266942,-122.302400347.6268225,0
-122.302459147.6231724,-122.302455247.6234124,1
-122.302439247.6244017,-122.302430247.6249613,0
-122.302426247.6252089,-122.302424147.6253364,0
-122.302469647.6226624,-122.30246347.622984,1
-122.302522247.6202155,-122.302513647.6206027,0
-122.302496347.6213772,-122.302480147.6221589,0
-122.302400347.6268225,-122.302396547.6270646,1
-122.30289747.6377574,-122.303398847.6393037,0
-122.302268847.6368049,-122.3023647.6369918,0
-122.302303547.6355976,-122.302268847.6368049,0
-122.385370547.6794955,-122.38537447.6813437,2
-122.38538647.683177,-122.385380947.6849975,1
-122.38537447.6813437,-122.38538647.683177,1
-122.385369847.6759636,-122.385368847.6765538,1
-122.38536747.6776895,-122.385370547.6794955,2
-122.385380947.6849975,-122.385384447.6868186,0
-122.385384447.6868186,-122.385422247.6886983,0
-122.280401947.6536094,-122.279489147.6541364,1
-122.349961647.6956536,-122.347272547.6956432,1
-122.359357847.6960484,-122.358033547.6960264,2
-122.360201947.5720837,-122.360337747.5720443,1
-122.362234547.6420224,-122.36290647.642025,2
-122.360907647.6420173,-122.362234547.6420224,0
-122.3851759897092847.64214915910291,-122.385201947.6421489,1
-122.385975547.642159,-122.386060847.6421593,7
-122.346761647.528316,-122.346744547.5264735,0
-122.34680747.5319366,-122.346770347.5301242,1
-122.346770347.5301242,-122.346761647.528316,0
-122.34673647.5246415,-122.346731947.5237638,1
-122.346744547.5264735,-122.346736347.5247132,1
-122.394379247.6876132,-122.3950347.6879528,0
-122.395778847.6883678,-122.3963147.6886519,0
-122.393248747.6870008,-122.393708747.6872593,0
-122.316101647.5810045,-122.316609847.5810051,0
-122.31531747.7067808,-122.315381947.7068613,1
-122.315403147.7070983,-122.314712247.7079863,1
-122.315589347.6562376,-122.315585747.6563233,1
-122.305123347.5497336,-122.304400747.5497219,4
-122.30408947.5453903,-122.304106347.5449588,1
-122.302236347.6003088,-122.302229847.5997952,0
-122.302320847.6016623,-122.302296447.6015786,0
-122.304055447.5533326,-122.304080747.5510816,0
-122.304034847.5538252,-122.304055447.5533326,2
-122.301564347.5585936,-122.301574647.5573871,0
-122.301574647.5573871,-122.301602647.5561722,0
-122.301383847.5680886,-122.301369147.5680427,2
-122.3017024889393347.56400698694308,-122.301710547.563997,0
-122.323416447.6129861,-122.323401547.6130074,2
-122.3234000871311947.61406645222317,-122.323400447.6140923,1
-122.323402747.6152423,-122.323432747.6163758,0
-122.323432747.6163758,-122.323441947.6168731,3
-122.323462847.6177557,-122.323468147.6181232,2
-122.323454847.6175708,-122.323462847.6177557,3
-122.323400447.6140923,-122.323400947.6141974,1
-122.360855447.6541471,-122.360861247.6543442,1
-122.360861247.6543442,-122.360871747.6547039,1
-122.360455847.6535875,-122.360602247.6536808,3
-122.36071747.6534071,-122.360646947.6534824,2
-122.360799447.7051292,-122.3607993079860347.7051210152084,1
-122.360808000241747.70693325105241,-122.36080847.7069332,0
-122.36080847.7069332,-122.360801947.7056687,1
-122.360790747.7043538,-122.360781547.7036818,0
-122.3607993079860347.7051210152084,-122.360793247.7045777,2
-122.360781547.7036818,-122.36078147.7034861,1
-122.385944947.6594584,-122.385956147.660315,1
-122.385600147.6561098,-122.385638247.656221,0
-122.38593947.65762,-122.385940147.6579756,1
-122.293530447.5525089,-122.293500747.552462,0
-122.40373947.6363116,-122.403843847.6363134,0
-122.402497947.6363094,-122.402608947.6363096,1
-122.412256547.6414009,-122.413251747.6421841,2
-122.407467547.6381603,-122.41034347.6399257,1
-122.41034347.6399257,-122.410443147.6400007,0
-122.406568747.6377043,-122.406658547.6376814,0
-122.410443147.6400007,-122.412256547.6414009,7
-122.413251747.6421841,-122.413259747.6428137,1
-122.28799447.6703177,-122.288008247.6721514,2
-122.288008247.6721514,-122.28804547.6739695,0
-122.288210547.6617251,-122.288232547.6626071,2
-122.287939947.6648943,-122.287938747.6666735,0
-122.287975847.6685125,-122.28799447.6703177,0
-122.287938747.6666735,-122.287975847.6685125,0
-122.288222247.6635763,-122.288134847.6639407,0
-122.288232547.6626071,-122.288229247.6629705,1
-122.28804547.6739695,-122.288036847.6757888,0
-122.288336947.6830461,-122.28839747.6841583,0
-122.288487747.6866746,-122.28854947.6884385,0
-122.28843447.6848503,-122.288487747.6866746,0
-122.2882447.679402,-122.288256647.6803177,1
-122.288198747.6775913,-122.2882447.679402,1
-122.2881847.6767723,-122.288198747.6775913,1
-122.288274847.6584812,-122.288264547.6591453,0
-122.288275847.6584174,-122.288274847.6584812,0
-122.288253847.6598321,-122.288243347.660514,1
-122.288243347.660514,-122.288240847.660675,1
-122.288264547.6591453,-122.288253847.6598321,0
-122.287650547.675789,-122.287652447.6758565,0
-122.327104247.6114846,-122.326982547.6115354,4
-122.325983547.611952,-122.325425947.6121787,1
-122.324869547.612405,-122.324296247.612647,1
-122.3282147.6110241,-122.327657847.611254,3
-122.329253247.6105537,-122.329243447.6105691,0
-122.340122247.6059955,-122.340058347.6060241,0
-122.340380147.6058842,-122.340237847.6059437,0
-122.36553947.64272,-122.366242447.64272,0
-122.36433947.64272,-122.364945547.64272,0
-122.390791747.7010808,-122.391013447.7012553,1
-122.395495447.6995864,-122.39591547.6995048,0
-122.394134947.7000742,-122.395495447.6995864,0
-122.392360247.700836,-122.39348147.7003108,1
-122.393513547.7002956,-122.393672247.7002391,0
-122.315891447.6265215,-122.315901947.6268688,0
-122.316223247.6382586,-122.316197847.6394922,0
-122.371466147.6795412,-122.371489647.6814332,1
-122.371953147.6759935,-122.371953747.6760761,4
-122.298523547.6678679,-122.295653247.6678546,0
-122.303667447.667971,-122.303590547.6679894,0
